Time,fd1,fd2,fd3,fd4,fd5,fd6,fd7,fn1,fn2,fn3,fn4,fn5,fn6,fn7
201711200117,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200132,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200147,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200202,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200217,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200232,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200247,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200302,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200317,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200332,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200347,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200402,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200417,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200432,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200447,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200502,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200517,43,54,38,39,44,47,36,30,31,32,26,28,35,31
201711200532,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200547,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200602,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200617,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200632,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200647,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200702,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200717,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200732,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200747,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200802,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200817,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200832,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200847,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200902,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200917,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200932,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711200947,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711201002,43,54,38,40,45,50,37,31,32,26,28,34,32,
201711201017,,,,,,,,,,,,,,
201711201032,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201047,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201102,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201117,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201132,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201147,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201202,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201217,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201232,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201247,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201302,42,54,38,40,45,50,37,31,32,26,28,34,32,
201711201317,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201332,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201347,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201402,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201417,,,,,,,,,,,,,,
201711201432,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201447,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201502,42,53,37,40,45,50,37,32,32,26,28,34,32,
201711201517,,,,,,,,,,,,,,
201711201532,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201547,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201602,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201617,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201632,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201647,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201702,42,53,37,40,46,50,35,32,32,25,28,37,32,26
201711201717,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201732,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201747,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201802,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201817,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201832,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201847,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201902,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201917,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201932,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711201947,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202002,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202017,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202032,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202047,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202102,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202117,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202132,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202147,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202202,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202217,,,,,,,,,,,,,,
201711202232,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202247,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202302,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202317,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202332,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711202347,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711210002,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711210017,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210032,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210047,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210102,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210117,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210132,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210147,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210202,53,37,40,46,50,35,36,33,32,25,28,37,32,26
201711210217,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210232,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210247,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210302,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210317,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210332,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210347,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210402,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210417,52,37,40,46,50,35,36,35,33,24,28,37,32,26
201711210432,52,37,40,46,50,35,36,35,33,24,28,37,32,26
201711210447,52,37,40,46,50,35,36,35,33,24,28,37,32,26
201711210502,52,37,40,46,50,35,36,35,33,24,28,37,32,26
201711210517,52,37,40,46,50,35,36,35,33,24,28,37,32,26
201711210532,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210547,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711210602,52,37,40,47,49,35,35,33,24,29,37,32,24,
201711210617,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210632,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210647,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210702,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210717,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210732,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210747,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210802,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210817,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210832,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210847,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210902,53,37,40,47,49,35,35,33,24,29,37,32,24,
201711210917,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711210932,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711210947,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211002,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211017,,,,,,,,,,,,,,
201711211032,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211047,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211102,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211117,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211132,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211147,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211202,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211217,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211232,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211247,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211302,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211317,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211332,52,37,40,46,50,35,36,36,33,24,28,37,32,26
201711211347,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211402,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211417,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211432,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211447,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211502,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211517,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211532,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211547,61,37,40,47,49,35,35,33,24,29,37,32,24,
201711211602,61,37,40,47,50,37,38,33,24,29,37,32,25,28
201711211617,,,,,,,,,,,,,,
201711211632,61,37,40,47,50,37,38,33,24,29,37,32,25,28
201711211647,61,37,40,47,50,37,38,33,24,29,37,32,25,28
