Time,Temp,t24maxtemp,t24mintemp
201711071845,37,,
201711071850,37,,
201711071853,37,,
201711071855,37,,
201711071900,37,,
201711071905,37,,
201711071910,37,,
201711071915,37,,
201711071920,37,,
201711071925,37,,
201711071930,37,,
201711071935,37,,
201711071940,37,,
201711071945,37,,
201711071950,37,,
201711071953,37,,
201711071955,37,,
201711072000,37,,
201711072005,37,,
201711072010,37,,
201711072015,37,,
201711072020,37,,
201711072025,37,,
201711072030,37,,
201711072035,37,,
201711072040,37,,
201711072045,37,,
201711072050,37,,
201711072053,37,,
201711072055,37,,
201711072100,37,,
201711072105,37,,
201711072110,37,,
201711072115,37,,
201711072120,37,,
201711072125,37,,
201711072130,37,,
201711072135,37,,
201711072140,37,,
201711072145,37,,
201711072150,37,,
201711072153,37,,
201711072155,37,,
201711072200,37,,
201711072205,37,,
201711072210,37,,
201711072215,37,,
201711072220,37,,
201711072225,37,,
201711072230,37,,
201711072235,37,,
201711072240,37,,
201711072245,37,,
201711072250,37,,
201711072253,37,,
201711072255,37,,
201711072300,37,,
201711072305,37,,
201711072310,37,,
201711072313,37,,
201711072315,37,,
201711072320,37,,
201711072325,37,,
201711072330,37,,
201711072335,37,,
201711072340,37,,
201711072345,37,,
201711072350,37,,
201711072353,37,39,35
201711072355,37,,
201711080000,37,,
201711080005,37,,
201711080010,37,,
201711080015,37,,
201711080020,37,,
201711080025,37,,
201711080030,37,,
201711080035,37,,
201711080040,37,,
201711080045,37,,
201711080050,37,,
201711080053,37,,
201711080055,37,,
201711080100,37,,
201711080105,37,,
201711080110,37,,
201711080115,37,,
201711080120,37,,
201711080125,37,,
201711080130,37,,
201711080135,37,,
201711080140,37,,
201711080145,37,,
201711080150,37,,
201711080153,37,,
201711080155,37,,
201711080200,37,,
201711080205,37,,
201711080210,37,,
201711080215,37,,
201711080220,37,,
201711080225,37,,
201711080230,37,,
201711080235,37,,
201711080240,37,,
201711080245,37,,
201711080250,36,,
201711080253,36,,
201711080255,36,,
201711080300,36,,
201711080302,36,,
201711080305,36,,
201711080310,36,,
201711080315,36,,
201711080320,36,,
201711080325,36,,
201711080330,36,,
201711080335,36,,
201711080340,36,,
201711080345,36,,
201711080350,36,,
201711080353,35,,
201711080355,36,,
201711080400,36,,
201711080410,34,,
201711080415,34,,
201711080420,34,,
201711080425,34,,
201711080430,34,,
201711080435,34,,
201711080440,34,,
201711080445,34,,
201711080450,34,,
201711080453,34,,
201711080455,34,,
201711080500,34,,
201711080505,34,,
201711080510,34,,
201711080515,34,,
201711080520,34,,
201711080525,34,,
201711080530,34,,
201711080535,34,,
201711080540,34,,
201711080545,34,,
201711080550,34,,
201711080553,33,,
201711080555,34,,
201711080600,34,,
201711080605,34,,
201711080610,34,,
201711080615,32,,
201711080620,32,,
201711080625,32,,
201711080630,32,,
201711080635,34,,
201711080640,34,,
201711080645,34,,
201711080650,32,,
201711080653,31,,
201711080655,32,,
201711080700,30,,
201711080705,32,,
201711080710,32,,
201711080715,32,,
201711080720,32,,
201711080725,32,,
201711080730,32,,
201711080735,32,,
201711080740,32,,
201711080745,34,,
201711080750,34,,
201711080753,33,,
201711080755,34,,
201711080800,34,,
201711080805,34,,
201711080810,34,,
201711080815,34,,
201711080820,34,,
201711080825,34,,
201711080830,36,,
201711080835,36,,
201711080840,36,,
201711080845,36,,
201711080850,36,,
201711080853,36,,
201711080855,36,,
201711080900,36,,
201711080905,36,,
201711080910,37,,
201711080915,37,,
201711080920,37,,
201711080925,37,,
201711080930,37,,
201711080935,37,,
201711080940,37,,
201711080945,37,,
201711080950,39,,
201711080953,39,,
201711080955,39,,
201711081000,39,,
201711081005,39,,
201711081010,39,,
201711081015,39,,
201711081020,39,,
201711081025,39,,
201711081030,39,,
201711081035,39,,
201711081040,39,,
201711081045,41,,
201711081050,41,,
201711081053,41,,
201711081055,41,,
201711081100,41,,
201711081105,43,,
201711081110,43,,
201711081115,43,,
201711081120,41,,
201711081125,43,,
201711081130,43,,
201711081135,43,,
201711081140,43,,
201711081145,43,,
201711081150,43,,
201711081153,43,,
201711081155,45,,
201711081200,45,,
201711081205,45,,
201711081210,45,,
201711081215,45,,
201711081220,45,,
201711081225,45,,
201711081230,45,,
201711081235,45,,
201711081240,45,,
201711081245,45,,
201711081250,45,,
201711081253,46,,
201711081255,46,,
201711081300,45,,
201711081305,46,,
201711081310,46,,
201711081315,46,,
201711081320,46,,
201711081325,46,,
201711081330,46,,
201711081335,46,,
201711081340,46,,
201711081345,46,,
201711081350,48,,
201711081353,48,,
201711081355,48,,
201711081400,48,,
201711081405,46,,
201711081410,48,,
201711081415,46,,
201711081420,46,,
201711081425,46,,
201711081430,46,,
201711081435,46,,
201711081440,46,,
201711081445,46,,
201711081450,48,,
201711081453,48,,
201711081455,48,,
201711081500,48,,
201711081505,48,,
201711081510,48,,
201711081515,48,,
201711081520,46,,
201711081525,48,,
201711081530,46,,
201711081535,46,,
201711081540,46,,
201711081545,48,,
201711081550,48,,
201711081553,48,,
201711081555,48,,
201711081600,48,,
201711081605,46,,
201711081610,46,,
201711081615,46,,
201711081620,46,,
201711081625,46,,
201711081630,46,,
201711081635,46,,
201711081640,46,,
201711081645,46,,
201711081650,46,,
201711081653,46,,
201711081655,46,,
201711081700,46,,
201711081705,45,,
201711081710,45,,
201711081715,45,,
201711081720,45,,
201711081725,43,,
201711081730,43,,
201711081735,43,,
201711081740,43,,
201711081745,43,,
201711081750,43,,
201711081753,42,,
201711081755,43,,
201711081800,43,,
201711081805,43,,
201711081810,43,,
201711081815,43,,
201711081820,43,,
201711081825,41,,
201711081830,41,,
201711081835,41,,
201711081840,41,,
201711081845,41,,
201711081850,41,,
201711081853,41,,
201711081855,41,,
201711081900,41,,
201711081905,41,,
201711081910,43,,
201711081915,41,,
201711081920,43,,
201711081925,41,,
201711081930,41,,
201711081935,39,,
201711081940,41,,
201711081945,43,,
201711081950,43,,
201711081953,42,,
201711081955,43,,
201711082000,43,,
201711082005,43,,
201711082010,43,,
201711082015,41,,
201711082020,43,,
201711082025,43,,
201711082030,43,,
201711082035,41,,
201711082040,41,,
201711082045,41,,
201711082050,41,,
201711082053,41,,
201711082055,41,,
201711082100,41,,
201711082105,41,,
201711082110,41,,
201711082115,41,,
201711082120,41,,
201711082125,41,,
201711082130,41,,
201711082135,41,,
201711082140,41,,
201711082145,39,,
201711082150,39,,
201711082153,40,,
201711082155,39,,
201711082200,37,,
201711082205,37,,
201711082210,39,,
201711082215,39,,
201711082220,39,,
201711082225,39,,
201711082230,39,,
201711082235,37,,
201711082240,39,,
201711082245,39,,
201711082250,37,,
201711082253,38,,
201711082255,37,,
201711082300,37,,
201711082305,37,,
201711082310,37,,
201711082315,37,,
201711082320,37,,
201711082325,37,,
201711082330,37,,
201711082335,37,,
201711082340,37,,
201711082345,36,,
201711082350,36,,
201711082353,37,48,31
201711082355,37,,
201711090000,36,,
201711090005,36,,
201711090010,37,,
201711090015,36,,
201711090020,36,,
201711090025,36,,
201711090030,36,,
201711090035,36,,
201711090040,36,,
201711090045,36,,
201711090050,36,,
201711090053,36,,
201711090055,36,,
201711090100,36,,
201711090105,36,,
201711090110,36,,
201711090115,36,,
201711090120,36,,
201711090125,36,,
201711090130,36,,
201711090135,36,,
201711090140,36,,
201711090145,36,,
201711090150,36,,
201711090153,36,,
201711090155,36,,
201711090200,36,,
201711090205,36,,
201711090210,36,,
201711090215,36,,
201711090220,36,,
201711090225,36,,
201711090230,36,,
201711090235,36,,
201711090240,36,,
201711090245,36,,
201711090250,36,,
201711090253,35,,
201711090255,36,,
201711090300,36,,
201711090305,36,,
201711090310,36,,
201711090315,36,,
201711090320,34,,
201711090325,36,,
201711090330,34,,
201711090335,34,,
201711090340,34,,
201711090345,34,,
201711090350,34,,
201711090353,34,,
201711090355,34,,
201711090400,34,,
201711090405,34,,
201711090410,34,,
201711090415,34,,
201711090420,34,,
201711090425,34,,
201711090430,34,,
201711090435,34,,
201711090440,34,,
201711090445,34,,
201711090450,34,,
201711090453,32,,
201711090455,32,,
201711090500,34,,
201711090505,34,,
201711090510,32,,
201711090515,32,,
201711090520,32,,
201711090525,34,,
201711090530,34,,
201711090535,34,,
201711090540,34,,
201711090545,34,,
201711090550,34,,
201711090553,33,,
201711090555,34,,
201711090600,34,,
201711090605,32,,
201711090610,34,,
201711090615,34,,
201711090620,34,,
201711090625,34,,
201711090630,32,,
201711090635,32,,
201711090640,32,,
201711090645,32,,
201711090650,32,,
201711090653,32,,
201711090655,32,,
201711090700,32,,
201711090705,32,,
201711090710,32,,
201711090715,32,,
201711090720,32,,
201711090725,32,,
201711090730,30,,
201711090735,30,,
201711090740,32,,
201711090745,32,,
201711090750,34,,
201711090753,33,,
201711090755,34,,
201711090800,32,,
201711090805,32,,
201711090810,32,,
201711090815,32,,
201711090820,32,,
201711090822,32,,
201711090825,34,,
201711090830,34,,
201711090833,34,,
201711090835,34,,
201711090840,36,,
201711090845,37,,
201711090850,37,,
201711090853,38,,
201711090855,37,,
201711090900,39,,
201711090905,39,,
201711090910,39,,
201711090915,39,,
201711090920,39,,
201711090925,39,,
201711090930,39,,
201711090935,39,,
201711090940,39,,
201711090945,41,,
201711090950,43,,
201711090953,42,,
201711090955,43,,
201711091000,43,,
201711091005,43,,
201711091007,44,,
201711091010,43,,
201711091015,45,,
201711091020,45,,
201711091035,46,,
201711091040,46,,
201711091045,46,,
201711091050,46,,
201711091053,46,,
201711091055,46,,
201711091100,48,,
201711091105,46,,
201711091110,46,,
201711091115,48,,
201711091120,48,,
201711091125,48,,
201711091130,48,,
201711091135,48,,
201711091140,48,,
201711091145,48,,
201711091150,48,,
201711091153,49,,
201711091155,50,,
201711091200,48,,
201711091205,48,,
201711091210,48,,
201711091215,50,,
201711091220,50,,
201711091225,50,,
201711091230,50,,
201711091235,50,,
201711091240,52,,
201711091245,50,,
201711091250,50,,
201711091253,51,,
201711091255,52,,
201711091300,52,,
201711091305,52,,
201711091310,52,,
201711091315,52,,
201711091320,52,,
201711091325,52,,
201711091330,52,,
201711091335,52,,
201711091340,52,,
201711091345,52,,
201711091350,52,,
201711091353,51,,
201711091355,52,,
201711091400,52,,
201711091405,52,,
201711091410,52,,
201711091415,52,,
201711091420,52,,
201711091425,52,,
201711091430,52,,
201711091435,52,,
201711091440,52,,
201711091445,52,,
201711091450,52,,
201711091453,52,,
201711091455,52,,
201711091500,52,,
201711091505,52,,
201711091510,52,,
201711091515,52,,
201711091520,52,,
201711091525,52,,
201711091530,52,,
201711091535,52,,
201711091540,52,,
201711091545,52,,
201711091550,52,,
201711091553,52,,
201711091555,52,,
201711091600,52,,
201711091605,52,,
201711091610,52,,
201711091615,52,,
201711091620,52,,
201711091625,52,,
201711091630,52,,
201711091635,52,,
201711091640,50,,
201711091645,50,,
201711091650,50,,
201711091653,50,,
201711091655,50,,
201711091700,50,,
201711091705,48,,
201711091710,48,,
201711091715,48,,
201711091720,48,,
201711091725,48,,
201711091730,48,,
201711091735,48,,
201711091740,48,,
201711091745,48,,
201711091750,46,,
201711091753,48,,
201711091755,48,,
201711091800,48,,
201711091805,46,,
201711091810,46,,
201711091815,46,,
201711091820,46,,
201711091825,46,,
201711091830,46,,
201711091835,46,,
201711091840,46,,
201711091845,46,,
201711091850,46,,
201711091853,46,,
201711091855,46,,
201711091900,46,,
201711091905,46,,
201711091910,46,,
201711091915,46,,
201711091920,46,,
201711091925,46,,
201711091930,46,,
201711091935,46,,
201711091940,46,,
201711091945,45,,
201711091950,45,,
201711091953,45,,
201711091955,45,,
201711092000,45,,
201711092005,45,,
201711092010,45,,
201711092015,45,,
201711092020,45,,
201711092025,46,,
201711092030,46,,
201711092035,46,,
201711092040,46,,
201711092045,46,,
201711092050,46,,
201711092053,46,,
201711092055,46,,
201711092100,46,,
201711092105,46,,
201711092110,46,,
201711092115,46,,
201711092120,46,,
201711092125,46,,
201711092130,46,,
201711092135,46,,
201711092140,46,,
201711092145,46,,
201711092150,46,,
201711092153,46,,
201711092155,46,,
201711092200,46,,
201711092205,46,,
201711092210,46,,
201711092215,46,,
201711092220,46,,
201711092225,46,,
201711092230,46,,
201711092235,46,,
201711092240,46,,
201711092245,46,,
201711092250,45,,
201711092253,45,,
201711092255,46,,
201711092300,46,,
201711092305,45,,
201711092310,45,,
201711092315,45,,
201711092320,45,,
201711092325,45,,
201711092330,45,,
201711092335,45,,
201711092340,43,,
201711092345,43,,
201711092350,43,,
201711092353,43,52,31
201711092355,43,,
201711100000,43,,
201711100005,43,,
201711100010,43,,
201711100015,43,,
201711100020,43,,
201711100025,41,,
201711100030,41,,
201711100035,41,,
201711100040,39,,
201711100045,39,,
201711100050,39,,
201711100053,39,,
201711100055,39,,
201711100100,39,,
201711100105,37,,
201711100110,37,,
201711100115,37,,
201711100120,37,,
201711100125,37,,
201711100130,37,,
201711100135,37,,
201711100140,37,,
201711100145,36,,
201711100150,36,,
201711100153,36,,
201711100155,36,,
201711100200,36,,
201711100205,36,,
201711100210,36,,
201711100215,36,,
201711100220,36,,
201711100225,36,,
201711100230,34,,
201711100235,34,,
201711100240,34,,
201711100245,34,,
201711100250,34,,
201711100253,34,,
201711100255,34,,
201711100300,34,,
201711100305,34,,
201711100310,34,,
201711100315,34,,
201711100320,34,,
201711100325,32,,
201711100330,32,,
201711100335,32,,
201711100340,32,,
201711100345,32,,
201711100350,32,,
201711100353,32,,
201711100355,32,,
201711100400,32,,
201711100405,32,,
201711100410,32,,
201711100411,32,,
201711100415,32,,
201711100420,32,,
201711100425,32,,
201711100430,32,,
201711100435,30,,
201711100440,30,,
201711100445,30,,
201711100450,30,,
201711100453,31,,
201711100455,30,,
201711100500,30,,
201711100505,30,,
201711100510,30,,
201711100515,30,,
201711100520,30,,
201711100525,30,,
201711100530,28,,
201711100534,29,,
201711100535,28,,
201711100540,28,,
201711100545,28,,
201711100550,28,,
201711100553,29,,
201711100555,28,,
201711100600,28,,
201711100605,28,,
201711100610,28,,
201711100615,28,,
201711100620,28,,
201711100625,28,,
201711100630,28,,
201711100635,28,,
201711100640,28,,
201711100645,28,,
201711100650,28,,
201711100653,28,,
201711100655,28,,
201711100700,27,,
201711100705,27,,
201711100710,27,,
201711100715,27,,
201711100720,27,,
201711100725,27,,
201711100730,27,,
201711100735,27,,
201711100740,27,,
201711100745,27,,
201711100750,27,,
201711100753,26,,
201711100755,27,,
201711100800,27,,
201711100805,27,,
201711100810,27,,
201711100815,27,,
201711100820,27,,
201711100825,27,,
201711100830,27,,
201711100835,27,,
201711100840,27,,
201711100845,27,,
201711100850,27,,
201711100853,26,,
201711100855,27,,
201711100900,27,,
201711100905,27,,
201711100910,27,,
201711100915,27,,
201711100920,28,,
201711100925,28,,
201711100930,28,,
201711100935,28,,
201711100940,28,,
201711100945,28,,
201711100950,28,,
201711100953,28,,
201711100955,28,,
201711101000,28,,
201711101005,28,,
201711101010,28,,
201711101015,28,,
201711101020,28,,
201711101025,28,,
201711101030,28,,
201711101035,28,,
201711101040,28,,
201711101045,28,,
201711101050,28,,
201711101053,29,,
201711101055,28,,
201711101100,28,,
201711101105,30,,
201711101110,30,,
201711101115,30,,
201711101120,30,,
201711101125,30,,
201711101130,30,,
201711101135,30,,
201711101140,30,,
201711101145,30,,
201711101150,30,,
201711101153,30,,
201711101155,30,,
201711101200,30,,
201711101205,30,,
201711101210,30,,
201711101215,30,,
201711101220,30,,
201711101225,30,,
201711101230,30,,
201711101235,30,,
201711101240,28,,
201711101245,30,,
201711101250,30,,
201711101253,30,,
201711101255,30,,
201711101300,30,,
201711101305,30,,
201711101310,30,,
201711101315,30,,
201711101320,28,,
201711101325,30,,
201711101330,30,,
201711101335,30,,
201711101340,30,,
201711101345,28,,
201711101350,30,,
201711101353,30,,
201711101355,30,,
201711101400,30,,
201711101405,30,,
201711101410,30,,
201711101415,30,,
201711101420,28,,
201711101425,28,,
201711101430,30,,
201711101435,30,,
201711101440,30,,
201711101445,28,,
201711101450,30,,
201711101453,30,,
201711101455,30,,
201711101500,28,,
201711101505,28,,
201711101510,30,,
201711101515,28,,
201711101520,28,,
201711101525,30,,
201711101530,28,,
201711101535,28,,
201711101540,28,,
201711101545,28,,
201711101550,28,,
201711101553,29,,
201711101555,28,,
201711101600,28,,
201711101605,28,,
201711101610,28,,
201711101615,28,,
201711101620,28,,
201711101625,28,,
201711101630,28,,
201711101635,28,,
201711101640,28,,
201711101645,28,,
201711101650,28,,
201711101653,28,,
201711101655,27,,
201711101700,27,,
201711101705,27,,
201711101710,27,,
201711101715,27,,
201711101720,27,,
201711101725,27,,
201711101730,25,,
201711101735,25,,
201711101740,25,,
201711101745,25,,
201711101750,25,,
201711101753,25,,
201711101755,25,,
201711101800,25,,
201711101805,25,,
201711101810,25,,
201711101815,25,,
201711101820,25,,
201711101825,25,,
201711101830,25,,
201711101835,25,,
201711101840,25,,
201711101845,25,,
201711101850,25,,
201711101853,24,,
201711101855,25,,
201711101900,25,,
201711101905,25,,
201711101910,25,,
201711101915,25,,
201711101920,25,,
201711101925,23,,
201711101930,23,,
201711101935,23,,
201711101940,23,,
201711101945,23,,
201711101950,23,,
201711101953,23,,
201711101955,23,,
201711102000,23,,
201711102005,23,,
201711102010,23,,
201711102015,23,,
201711102020,23,,
201711102025,23,,
201711102030,21,,
201711102035,21,,
201711102040,21,,
201711102045,21,,
201711102050,21,,
201711102053,22,,
201711102055,21,,
201711102100,21,,
201711102105,21,,
201711102110,21,,
201711102115,21,,
201711102120,21,,
201711102125,21,,
201711102130,21,,
201711102135,21,,
201711102140,21,,
201711102145,21,,
201711102150,21,,
201711102153,22,,
201711102155,21,,
201711102200,21,,
201711102205,21,,
201711102210,21,,
201711102215,21,,
201711102220,21,,
201711102225,21,,
201711102230,21,,
201711102235,21,,
201711102240,21,,
201711102245,21,,
201711102250,21,,
201711102253,21,,
201711102255,21,,
201711102300,21,,
201711102305,19,,
201711102310,19,,
201711102315,19,,
201711102320,19,,
201711102325,19,,
201711102330,19,,
201711102335,19,,
201711102340,19,,
201711102345,19,,
201711102350,19,,
201711102353,20,43,20
201711102355,19,,
201711110000,19,,
201711110005,19,,
201711110010,19,,
201711110015,19,,
201711110020,19,,
201711110025,19,,
201711110030,19,,
201711110035,19,,
201711110040,19,,
201711110045,19,,
201711110050,19,,
201711110053,19,,
201711110055,19,,
201711110100,19,,
201711110105,19,,
201711110110,19,,
201711110115,19,,
201711110120,19,,
201711110125,19,,
201711110130,19,,
201711110135,19,,
201711110140,19,,
201711110145,18,,
201711110150,19,,
201711110153,18,,
201711110155,18,,
201711110200,18,,
201711110205,18,,
201711110210,18,,
201711110215,18,,
201711110220,18,,
201711110225,18,,
201711110230,18,,
201711110235,18,,
201711110240,18,,
201711110245,18,,
201711110250,18,,
201711110253,18,,
201711110255,18,,
201711110300,18,,
201711110310,18,,
201711110315,18,,
201711110320,18,,
201711110325,18,,
201711110330,18,,
201711110335,18,,
201711110340,18,,
201711110345,18,,
201711110350,18,,
201711110353,18,,
201711110355,18,,
201711110400,18,,
201711110405,18,,
201711110410,18,,
201711110415,18,,
201711110420,18,,
201711110425,18,,
201711110430,18,,
201711110435,18,,
201711110440,18,,
201711110445,18,,
201711110450,18,,
201711110453,18,,
201711110455,18,,
201711110500,18,,
201711110505,18,,
201711110510,18,,
201711110515,18,,
201711110520,18,,
201711110525,18,,
201711110530,18,,
201711110535,18,,
201711110540,18,,
201711110545,18,,
201711110550,18,,
201711110553,18,,
201711110555,18,,
201711110600,18,,
201711110605,18,,
201711110610,18,,
201711110615,18,,
201711110620,18,,
201711110625,18,,
201711110630,18,,
201711110635,18,,
201711110640,18,,
201711110645,18,,
201711110650,18,,
201711110653,17,,
201711110655,18,,
201711110700,18,,
201711110705,18,,
201711110710,18,,
201711110715,18,,
201711110720,18,,
201711110725,18,,
201711110730,18,,
201711110735,18,,
201711110740,18,,
201711110745,18,,
201711110750,19,,
201711110753,19,,
201711110755,19,,
201711110800,19,,
201711110805,19,,
201711110810,19,,
201711110815,19,,
201711110820,21,,
201711110825,21,,
201711110830,21,,
201711110835,21,,
201711110840,21,,
201711110845,23,,
201711110850,23,,
201711110853,23,,
201711110855,23,,
201711110900,23,,
201711110905,23,,
201711110910,25,,
201711110915,25,,
201711110920,25,,
201711110925,25,,
201711110930,25,,
201711110935,25,,
201711110940,27,,
201711110945,27,,
201711110950,27,,
201711110953,27,,
201711110955,27,,
201711111000,27,,
201711111005,27,,
201711111010,28,,
201711111015,28,,
201711111020,28,,
201711111025,27,,
201711111030,28,,
201711111035,28,,
201711111040,28,,
201711111045,28,,
201711111050,28,,
201711111053,30,,
201711111055,30,,
201711111100,30,,
201711111105,28,,
201711111110,30,,
201711111115,28,,
201711111120,30,,
201711111125,30,,
201711111130,30,,
201711111135,30,,
201711111140,32,,
201711111145,32,,
201711111150,32,,
201711111153,32,,
201711111155,32,,
201711111200,32,,
201711111205,34,,
201711111210,32,,
201711111215,34,,
201711111220,34,,
201711111225,34,,
201711111230,34,,
201711111235,34,,
201711111240,36,,
201711111245,36,,
201711111250,36,,
201711111253,35,,
201711111255,36,,
201711111300,36,,
201711111305,36,,
201711111310,36,,
201711111315,36,,
201711111320,36,,
201711111325,36,,
201711111330,36,,
201711111335,37,,
201711111340,37,,
201711111345,36,,
201711111350,36,,
201711111353,36,,
201711111355,37,,
201711111400,37,,
201711111405,37,,
201711111410,37,,
201711111415,37,,
201711111420,37,,
201711111425,37,,
201711111430,37,,
201711111435,37,,
201711111440,37,,
201711111445,37,,
201711111450,37,,
201711111453,38,,
201711111455,37,,
201711111500,37,,
201711111505,37,,
201711111510,37,,
201711111515,37,,
201711111520,37,,
201711111525,37,,
201711111530,37,,
201711111535,37,,
201711111540,37,,
201711111545,37,,
201711111550,37,,
201711111553,38,,
201711111555,37,,
201711111600,37,,
201711111605,37,,
201711111610,37,,
201711111615,37,,
201711111620,37,,
201711111625,37,,
201711111630,37,,
201711111635,36,,
201711111640,36,,
201711111645,37,,
201711111650,36,,
201711111653,36,,
201711111655,36,,
201711111700,36,,
201711111705,36,,
201711111710,36,,
201711111715,36,,
201711111720,36,,
201711111725,36,,
201711111730,36,,
201711111735,36,,
201711111740,36,,
201711111745,34,,
201711111750,34,,
201711111753,35,,
201711111755,36,,
201711111800,36,,
201711111805,34,,
201711111810,34,,
201711111815,36,,
201711111820,36,,
201711111825,36,,
201711111830,36,,
201711111835,34,,
201711111840,34,,
201711111845,34,,
201711111850,34,,
201711111853,33,,
201711111855,34,,
201711111900,34,,
201711111905,34,,
201711111910,34,,
201711111915,32,,
201711111920,32,,
201711111925,32,,
201711111930,32,,
201711111935,32,,
201711111940,32,,
201711111945,32,,
201711111950,32,,
201711111953,32,,
201711111955,32,,
201711112000,34,,
201711112005,34,,
201711112010,32,,
201711112015,32,,
201711112020,32,,
201711112025,34,,
201711112030,34,,
201711112035,32,,
201711112040,30,,
201711112045,32,,
201711112050,32,,
201711112053,32,,
201711112055,32,,
201711112100,32,,
201711112105,32,,
201711112110,32,,
201711112115,30,,
201711112120,32,,
201711112125,30,,
201711112130,30,,
201711112135,30,,
201711112140,30,,
201711112145,30,,
201711112150,30,,
201711112153,31,,
201711112155,30,,
201711112200,30,,
201711112205,30,,
201711112210,30,,
201711112215,30,,
201711112220,30,,
201711112225,30,,
201711112230,30,,
201711112235,32,,
201711112240,32,,
201711112245,30,,
201711112250,30,,
201711112253,31,,
201711112255,30,,
201711112300,30,,
201711112305,28,,
201711112310,28,,
201711112315,30,,
201711112320,28,,
201711112325,28,,
